id_client,predicted_prob
1,1.1915541664258455e-10
2,1.283441299210342e-210
3,7.736419538341133e-52
4,9.581390781889239e-97
5,3.526129688832678e-129
6,1.644554506663633e-166
7,1.0
8,1.0
9,1.0
10,3.1134757286776795e-224
11,4.1328266782801785e-98
12,7.481035257738097e-172
13,6.291481240428028e-190
14,1.0
15,1.0141678864908295e-196
16,1.7695210892177087e-54
17,7.920249832591971e-39
18,1.7989530921623175e-157
19,1.5136078277902345e-145
20,1.3426341851115224e-159
21,1.0
22,8.233660427521518e-18
23,1.0
24,1.4009624370355198e-175
25,2.311252611187615e-130
26,3.530175746785679e-42
27,9.441951568054444e-86
28,1.0
29,5.840236447056091e-191
30,5.305198356392163e-162
31,5.132199826926084e-131
32,4.195678078242484e-236
33,3.4618624475147606e-188
34,6.291481240428028e-190
35,5.246010313395478e-110
36,4.0541227831535885e-198
37,1.0
38,1.189865345504256e-212
39,4.696751896178719e-33
40,4.838011973895479e-236
41,7.460387791208599e-248
42,3.0526640917452095e-93
43,3.0526640917452095e-93
44,3.140694613901869e-56
45,6.844700322522946e-07
46,2.021838510469856e-158
47,1.0
48,3.9380571166464495e-62
49,1.3158607847156447e-125
50,1.1915541664258455e-10
51,3.619721161313048e-204
52,2.2772228835503825e-157
53,2.9331915625317203e-61
54,3.6130056811079165e-26
55,1.2659256031300607e-236
56,3.106121544219532e-88
57,1.373974174639906e-10
58,2.2026841409578823e-41
59,1.2194107293108135e-92
60,6.435300682899294e-124
61,3.2395653855201096e-188
62,9.565975821805843e-152
63,1.8987022004894476e-65
64,4.6747853869559836e-198
65,3.7671759955516044e-168
66,5.824593504541836e-127
67,8.299311894326945e-112
68,1.0
69,3.3089134316712277e-66
70,3.7254150885364285e-108
71,7.275188153819154e-124
72,1.6470988395700376e-165
73,2.9573366374042184e-71
74,8.517366634713365e-171
75,4.3956909361658545e-190
76,8.042474128263308e-79
77,6.541858050091237e-200
78,3.503947536475997e-22
79,2.206226720410353e-170
80,1.134207151453222e-174
81,1.0
82,3.285005048443985e-190
83,2.8038461599210413e-126
84,4.195678078242484e-236
85,2.0506731766161288e-166
86,4.0541227831535885e-198
87,1.0294342995882974e-243
88,3.4618624475147606e-188
89,1.5063129904692975e-40
90,0.9999156590237936
91,5.10918538331914e-217
92,1.0336740782247127e-21
93,4.803165123334436e-09
94,1.1915541664258455e-10
95,1.2817721504538873e-14
96,1.0
97,3.973786863200724e-85
98,4.186520265313948e-113
99,3.667211473380365e-73
100,2.3614697913902924e-76
101,2.7092571737252244e-214
102,1.7242596105109357e-174
103,1.6174736000928997e-174
104,1.0
105,3.526129688832678e-129
106,2.3460937761106138e-32
107,2.1414999017617684e-107
108,1.0
109,3.112217187840679e-233
110,6.291481240428028e-190
111,3.667211473380365e-73
112,1.3303446021823878e-173
113,1.0
114,1.621011967436161e-75
115,1.9932933007722176e-143
116,6.679823237926941e-119
117,4.147594885393803e-156
118,1.1703596454762158e-54
119,4.542605640427734e-15
120,1.2797850829803144e-165
121,4.626742812958609e-05
122,1.1915541664258455e-10
123,3.571829230819892e-82
124,1.5374718214130718e-105
125,8.262982917738787e-166
126,7.695796937760249e-135
127,2.273987597306397e-212
128,1.193886147565452e-231
129,1.2369837051147796e-134
130,4.0541227831535885e-198
131,3.4618624475147606e-188
132,1.898441915072489e-152
133,1.0
134,7.580374744230109e-127
135,5.4880289115675365e-24
136,3.242951125646349e-82
137,3.2931242604301354e-85
138,1.816031344424869e-32
139,1.0
140,1.1915541664258455e-10
141,7.253774078295308e-68
142,1.0
143,1.0
144,9.551667404261335e-67
145,7.906312916504453e-43
146,3.5884345560841573e-118
147,1.0524169178187127e-28
148,1.9384809115862738e-13
149,1.6467403820468383e-138
150,3.446458746883366e-41
151,3.8390310246061135e-71
152,6.071971653123279e-186
153,2.1243784814354218e-173
154,1.0
155,4.0541227831535885e-198
156,1.0
157,1.382868237390815e-187
158,1.4897457666516937e-90
159,3.526129688832678e-129
160,1.8110618606087974e-194
161,7.511552234803597e-158
162,1.4352811978435526e-38
163,4.298834489601679e-63
164,1.0
165,0.9999999998514366
166,6.577533479798869e-65
167,9.710332672982607e-43
168,1.3696655968294355e-96
169,4.0541227831535885e-198
170,1.0
171,1.0
172,9.625479598062754e-13
173,5.33905821602921e-88
174,3.667211473380365e-73
175,2.8206565004222565e-24
176,2.891068571301077e-59
177,4.8964516423814696e-250
178,5.227079229203957e-07
179,1.7312379129638297e-82
180,9.126894714376234e-29
181,8.29809004999796e-118
182,5.156570595159473e-06
183,7.746640911124853e-241
184,1.0
185,0.9999999999999998
186,1.0
187,2.829106152908612e-118
188,1.0
189,1.0
190,1.0
191,1.7938062166452404e-240
192,0.9731969041359574
193,4.195678078242484e-236
194,2.167430043567577e-141
195,6.059436896689791e-195
196,7.736419538341133e-52
197,6.064429476468556e-85
198,7.511826848963341e-41
199,0.0007553605464114783
200,1.0
201,0.6473957836830386
202,6.902487171761275e-115
203,6.6241031041580846e-52
204,5.334398115521598e-125
205,9.142927622671069e-166
206,4.5085427865225164e-66
207,1.6928042862621382e-198
208,2.985582192718196e-196
209,2.8095271092015246e-35
210,0.015352238517051931
211,3.8390310246061135e-71
212,1.2205645732503017e-76
213,5.334917577873811e-112
214,7.253774078295308e-68
215,5.074109723126841e-58
216,8.236903249204834e-170
217,1.0
218,1.2704049238181703e-72
219,3.006036457823587e-126
220,4.186520265313948e-113
221,6.675697846938127e-166
222,3.526129688832678e-129
223,1.0
224,2.5538821894694244e-125
225,1.0
226,2.1719197646984934e-72
227,4.0541227831535885e-198
228,3.829825700561643e-85
229,4.195678078242484e-236
230,2.882931043673836e-70
231,4.186520265313948e-113
232,4.0541227831535885e-198
233,3.2419161571889396e-85
234,4.0541227831535885e-198
235,3.562249676031007e-21
236,6.023137554089451e-06
237,3.1845783085782643e-134
238,4.186520265313948e-113
239,8.460233126138457e-07
240,2.068644994944296e-143
241,7.674711056088556e-24
242,3.4618624475147606e-188
243,6.761891123861582e-51
244,2.3460937761106138e-32
245,1.0
246,2.3460937761106138e-32
247,1.0
248,2.0312386023009858e-91
249,8.982529620964292e-06
250,1.6841849797678664e-143
251,5.651546274747912e-64
252,0.9999999983590129
253,8.81436981436569e-193
254,2.5071691250021744e-19
255,5.827132139037993e-58
256,0.9999999999999951
257,1.2442101522815075e-188
258,1.4995923998146638e-190
259,2.2772228835503825e-157
260,2.3006645570251316e-123
261,0.9999156590237936
262,6.541858050091237e-200
263,9.142927622671069e-166
264,1.0
265,3.174412414557742e-20
266,4.1328266782801785e-98
267,1.8815564074523408e-14
268,1.0
269,3.704310741144731e-125
270,4.186520265313948e-113
271,3.315225542569914e-111
272,1.5936518607202658e-72
273,4.0636189127356696e-68
274,9.741817852336993e-85
275,4.0541227831535885e-198
276,4.0541227831535885e-198
277,1.9240599786043994e-198
278,5.096890915763296e-247
279,4.0541227831535885e-198
280,5.472168934243908e-45
281,8.299311894326945e-112
282,3.0526640917452095e-93
283,6.541858050091237e-200
284,1.54539318698068e-131
285,2.5800089943513678e-42
286,1.0336574689346739e-72
287,9.423235595459024e-75
288,1.928871781777495e-108
289,4.6747853869559836e-198
290,1.2232156338717564e-32
291,4.390375011008331e-124
292,4.195678078242484e-236
293,2.7282951218865837e-84
294,4.838011973895479e-236
295,2.954111201411448e-161
296,6.761891123861582e-51
297,6.133797781439796e-12
298,6.844700322522946e-07
299,2.6111688240301013e-98
300,0.9992219479301134
301,6.291481240428028e-190
302,2.8206565004222565e-24
303,4.0541227831535885e-198
304,3.4569012667023e-212
305,0.99999999999913
306,0.0013541697719295814
307,4.195678078242484e-236
308,0.9999999998514366
309,7.790197246425384e-126
310,1.2704049238181703e-72
311,6.541858050091237e-200
312,1.071177931114714e-106
313,7.053618565574961e-09
314,1.2704049238181703e-72
315,0.9999843347469731
316,7.325079075293174e-161
317,2.6863917473789485e-107
318,2.031048103414803e-36
319,1.619451296030053e-197
320,1.3085401616351604e-87
321,5.041870845679838e-174
322,1.0
323,4.186520265313948e-113
324,9.195235784051712e-169
325,4.195678078242484e-236
326,1.644554506663633e-166
327,6.18194334948568e-123
328,2.7948646841350426e-203
329,1.443238976149097e-67
330,5.687110771610297e-176
331,1.0232027173686648e-54
332,6.541858050091237e-200
333,0.9999999999993661
334,3.8390310246061135e-71
335,4.186520265313948e-113
336,4.6747853869559836e-198
337,9.423235595459024e-75
338,0.9999999999999998
339,1.0
340,2.6601078249270995e-122
341,1.0
342,1.0954717979092697e-222
343,9.98829832068493e-96
344,9.195235784051712e-169
345,1.9660128583176678e-199
346,4.133266715025593e-70
347,3.100392107699965e-135
348,4.063763752976999e-161
349,0.9999999999999998
350,9.864461726114492e-38
351,1.0582420750308696e-97
352,4.1450198118244353e-42
353,7.253774078295308e-68
354,1.0413360349789055e-84
355,5.156570595159473e-06
356,3.526129688832678e-129
357,1.619451296030053e-197
358,4.186520265313948e-113
359,1.134207151453222e-174
360,8.922430443728968e-66
361,2.785694058356647e-198
362,1.0643245514747068e-243
363,1.0653597407491281e-164
364,1.9114245055111867e-74
365,8.85818669889139e-192
366,3.0526640917452095e-93
367,3.20019678809205e-84
368,3.8390310246061135e-71
369,1.0
370,1.0571433941853531e-166
371,1.3696655968294355e-96
372,0.00019612201884265334
373,1.2933634889105696e-192
374,6.546611312684123e-69
375,6.231012797500959e-67
376,2.785694058356647e-198
377,4.972138405542581e-38
378,2.0889664498823245e-196
379,8.033983708676275e-109
380,0.9929557315116594
381,1.0
382,8.327568630444258e-103
383,4.0541227831535885e-198
384,1.2625099144801856e-169
385,4.129483466700359e-192
386,1.872363746962193e-06
387,2.3460937761106138e-32
388,3.100392107699965e-135
389,7.590857181454259e-10
390,4.0541227831535885e-198
391,7.253774078295308e-68
392,7.666288430080266e-161
393,6.541858050091237e-200
394,2.1841186397995386e-142
395,1.4606878720813097e-12
396,1.9834505228057914e-97
397,7.647997727202292e-211
398,4.218160808317485e-33
399,9.502507744304084e-193
400,3.3366538780471125e-105
401,6.844700322522946e-07
402,6.214785311512182e-235
403,6.6676606115477325e-21
404,1.0
405,6.541858050091237e-200
406,6.291481240428028e-190
407,4.0541227831535885e-198
408,9.173347812469752e-206
409,7.792276072985086e-222
410,4.0541227831535885e-198
411,8.025796480672898e-164
412,2.8647360279533748e-42
413,4.369255493203523e-161
414,1.0
415,4.195678078242484e-236
416,8.159052669673398e-111
417,1.844087512800323e-55
418,1.0
419,1.4752792575839215e-65
420,1.938308439077208e-40
421,1.3519206731287154e-124
422,3.213312869920896e-150
423,1.1915541664258455e-10
424,1.1703596454762158e-54
425,1.3302641798753457e-83
426,3.163725009305623e-140
427,1.4995923998146638e-190
428,7.661605032088806e-166
429,1.2790021931900512e-42
430,5.805872136866271e-75
431,2.4051502637466147e-193
432,2.5258245501518764e-121
433,1.6935548788030522e-50
434,0.9999999998514366
435,8.299311894326945e-112
436,1.2438923026121741e-173
437,6.577533479798869e-65
438,9.635760643539357e-181
439,8.299311894326945e-112
440,1.0984823799380623e-127
441,4.264080833808009e-97
442,1.0
443,1.5124670531658786e-193
444,0.000329461229466922
445,2.5820637364014387e-141
446,2.955064480381464e-34
447,0.97311220318585
448,0.9999999999999993
449,0.9999999999916689
450,4.909093792964372e-140
451,0.9997227795131036
